"*1721.00.0000*","","","","wild-caught","","","","","wild-caught","","","","1721.00.0000","1721","1721","","","","","","","Capture Details","KELLY LAKE, KENAI","KELLY LAKE","30","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #9Not Stained20 Fish in Jar","","KELLY LAKE, KENAI ix","KELLY LAKE ix","error","","","","error","WC - KELLY LAKE","","","",""
"*1722.00.0000*","","","","wild-caught","","","","","wild-caught","","","","1722.00.0000","1722","1722","","","","","","","Capture Details","BENKA LAKE - REGION 6","BENKA LAKE REGION 6","10","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #9Fish are Stained10 fish in jar","","BENKA LAKE - REGION 6 ix","BENKA LAKE REGION 6 ix","error","","","","error","WC - BK REGION 6","","","",""
"*1723.00.0000*","","","","","","","","","wild-caught","","","","1723.00.0000","1723","1723","","","","","","","Capture Details","Y LAKE, MAT-SU, AK","Y LAKE","160","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #9Not Stained300 fish in jar","","Y LAKE, MAT-SU, AK ix","Y LAKE ix","error","","","","error","WC - Y LAKE","","","",""
"*1724.00.0000*","","","","","","","","","wild-caught","","","","1724.00.0000","1724","1724","","","","","","","Capture Details","BENKA LAKE ENCLOSURE X-TRA","BENKA LAKE ENCLOSURE X-TRA","7","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #9Stained6 Fish in Jar","","BENKA LAKE ENCLOSURE X-TRA ix","BENKA LAKE ENCLOSURE X-TRA ix","error","","","","error","WC - BK ENC X-TRA","","","",""
"*1725.00.0000*","","","","wild-caught","","","","","wild-caught","","","","1725.00.0000","1725","1725","","","","","","","Capture Details","BENKA LAKE - REGION 5","BENKA LAKE REGION 5","3","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #9Stained3 Fish in Jar","","BENKA LAKE - REGION 5 ix","BENKA LAKE REGION 5 ix","error","","","","error","WC - BK REGION 5","","","",""
"*1726.00.0000*","","","","wild-caught","","","","","wild-caught","","","","1726.00.0000","1726","1726","","","","","","","Capture Details","BENKA LAKE - REGION 4","BENKA LAKE REGION 4","35","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #9Fish are Stained30 Fish in Jar","","BENKA LAKE - REGION 4 ix","BENKA LAKE REGION 4 ix","error","","","","error","WC - BK REGION 4","","","",""
"*1727.00.0000*","","","","wild-caught","","","","","wild-caught","","","","1727.00.0000","1727","1727","","","","","","","Capture Details","BENKA LAKE - REGION 1","BENKA LAKE REGION 1","20","","0 %","","","","","","","","","Fish are Stained20 fish in Jar","","BENKA LAKE - REGION 1 ix","BENKA LAKE REGION 1 ix","error","","","","error","WC - BK REGION 1","","","",""
"*1728.00.0000*","","","","","","","","","wild-caught","","","","1728.00.0000","1728","1728","","","","","","","Capture Details","WEED LAKE, KENAI","WEED LAKE","30","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #9Not Stained30 Fish in Jar","","WEED LAKE, KENAI ix","WEED LAKE ix","error","","","","error","WC - WEED LAKE","","","",""
"*1729.00.0000*","","","","wild-caught","","","","","wild-caught","","","","1729.00.0000","1729","1729","","","","","","","Capture Details","WATSON LAKE, KENAI","WATSON LAKE","35","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #9Not Stained30 Fish in Jar","","WATSON LAKE, KENAI ix","WATSON LAKE ix","error","","","","error","WC - WATSON LAKE","","","",""
"*1730.00.0000*","","","","wild-caught","","","","","wild-caught","","","","1730.00.0000","1730","1730","","","","","","","Capture Details","BENKA LAKE REGION 2","BENKA LAKE REGION 2","45","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #9Stained50 Fish in Jar","","BENKA LAKE REGION 2 ix","BENKA LAKE REGION 2 ix","error","","","","error","WC - BK REGION 2","","","",""
"*1731.00.0000*","","","","wild-caught","","","","","wild-caught","","","","1731.00.0000","1731","1731","","","","","","","Capture Details","ECHO LAKE","ECHO LAKE","20","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #9Not Stained15 Fish in Jar","","ECHO LAKE ix","ECHO LAKE ix","error","","","","error","WC - ECHO LAKE","","","",""
"*1732.00.0000*","","","","wild-caught","","","","","wild-caught","","","","1732.00.0000","1732","1732","","","","","","","Capture Details","BEAVER HOUSE LAKE, MAT-SU","BEAVER HOUSE LAKE","40","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #9Not Stained40 fish in jar","","BEAVER HOUSE LAKE, MAT-SU ix","BEAVER HOUSE LAKE ix","error","","","","error","WC - BEAVER HOUSE LAKE","","","",""
"*1733.00.0000*","","","","","","","","","wild-caught","","","","1733.00.0000","1733","1733","","","","","","","Capture Details","HORSESHOE LAKE","HORSESHOE LAKE","30","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #9Not Stained20 fish in jar","","HORSESHOE LAKE ix","HORSESHOE LAKE ix","error","","","","error","WC - HORSESHOE LAKE","","","",""
"*1734.00.0000*","","","","wild-caught","","","","","wild-caught","","","","1734.00.0000","1734","1734","","","","","","","Capture Details","BENKA LAKE LIMNETICS","BENKA LAKE LIMNETICS","10","","0 %","","","","","","","","","In Lab Jar StorageStained15 Fish in Jar","","BENKA LAKE LIMNETICS ix","BENKA LAKE LIMNETICS ix","error","","","","error","WC - BK LIMNETICS","","","",""
"*1735.00.0000*","","","","wild-caught","","","","","wild-caught","","","","1735.00.0000","1735","1735","","","","","","","Capture Details","BENKA LAKE - REGION 6","BENKA LAKE REGION 6","85","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #9Not Stained75 Fish in Jar","","BENKA LAKE - REGION 6 ix","BENKA LAKE REGION 6 ix","error","","","","error","WC - BK REGION 6","","","",""
"*1736.00.0000*","","","","","","","","","wild-caught","","","","1736.00.0000","1736","1736","","","","","","","Capture Details","WHISPER LAKE, KENAI","WHISPER LAKE","5","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #9Not Stained4 Fish in Jar","","WHISPER LAKE, KENAI ix","WHISPER LAKE ix","error","","","","error","WC - WHISPER LAKE","","","",""
"*1737.00.0000*","","","","","","","","","wild-caught","","","","1737.00.0000","1737","1737","","","","","","","Capture Details","MATANUSKA LAKE","MATANUSKA LAKE","25","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #9Not Stained30 Fish in Jar","","MATANUSKA LAKE ix","MATANUSKA LAKE ix","error","","","","error","WC - MATANUSKA LAKE","","","",""
"*1738.00.0000*","","","","","","","","","wild-caught","","","","1738.00.0000","1738","1738","","","","","","","Capture Details","BLODGETT LAKE","BLODGETT LAKE","25","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #9Not Stained20 fish in jar","","BLODGETT LAKE ix","BLODGETT LAKE ix","error","","","","error","WC - BLODGETT LAKE","","","",""
"*1739.00.0000*","","","","wild-caught","","","","","wild-caught","","","","1739.00.0000","1739","1739","","","","","","","Capture Details","BENKA LAKE - REGION 1","BENKA LAKE REGION 1","20","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #9Fish are Stained15 fish in jar","","BENKA LAKE - REGION 1 ix","BENKA LAKE REGION 1 ix","error","","","","error","WC - BK REGION 1","","","",""
"*1740.00.0000*","","","","wild-caught","","","","","wild-caught","","","","1740.00.0000","1740","1740","","","","","","","Capture Details","LONG LAKE","LONG LAKE","100","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #10Not Stained100 Fish in Jar","","LONG LAKE ix","LONG LAKE ix","error","","","","error","WC - LONG LAKE","","","",""
"*1741.00.0000*","","","","wild-caught","","","","","wild-caught","","","","1741.00.0000","1741","1741","","","","","","","Capture Details","KASHWITNA LAKE","KASHWITNA LAKE","90","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #10Not Stained150 Fish in Jar","","KASHWITNA LAKE ix","KASHWITNA LAKE ix","error","","","","error","WC - KASHWITNA LAKE","","","",""
"*1742.00.0000*","","","","wild-caught","","","","","wild-caught","","","","1742.00.0000","1742","1742","","","","","","","Capture Details","BENKA LAKE LIMNETICS","BENKA LAKE LIMNETICS","100","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #10Stained150 Fish in Jar","","BENKA LAKE LIMNETICS ix","BENKA LAKE LIMNETICS ix","error","","","","error","WC - BK LIMNETICS","","","",""
"*1743.00.0000*","","","","wild-caught","","","","","wild-caught","","","","1743.00.0000","1743","1743","","","","","","","Capture Details","BENKA LAKE - REGION 5","BENKA LAKE REGION 5","90","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #10Not Stained100 Fish in Jar","","BENKA LAKE - REGION 5 ix","BENKA LAKE REGION 5 ix","error","","","","error","WC - BK REGION 5","","","",""
"*1744.00.0000*","","","","","","","","","wild-caught","","","","1744.00.0000","1744","1744","","","","","","","Capture Details","STORMY LAKE, KENAI, AK","STORMY LAKE","50","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #10Not Stained50 Fish in Jar","","STORMY LAKE, KENAI, AK ix","STORMY LAKE ix","error","","","","error","WC - STORMY LAKE","","","",""
"*1745.00.0000*","","","","","","","","","wild-caught","","","","1745.00.0000","1745","1745","","","","","","","Capture Details","WOLF LAKE","WOLF LAKE","20","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #10Not Stained25 Fish in Jar","","WOLF LAKE ix","WOLF LAKE ix","error","","","","error","WC - WOLF LAKE","","","",""
"*1746.00.0000*","","","","","","","","","wild-caught","","","","1746.00.0000","1746","1746","","","","","","","Capture Details","E. SUNSHINE LAKE","E. SUNSHINE LAKE","40","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #10Not Stained30 Fish in Jar","","E. SUNSHINE LAKE ix","E. SUNSHINE LAKE ix","error","","","","error","WC - E. SUNSHINE LAKE","","","",""
"*1747.00.0000*","","","","wild-caught","","","","","wild-caught","","","","1747.00.0000","1747","1747","","","","","","","Capture Details","BENKA LAKE - REGION 5","BENKA LAKE REGION 5","15","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #10Stained15 Fish in Jar","","BENKA LAKE - REGION 5 ix","BENKA LAKE REGION 5 ix","error","","","","error","WC - BK REGION 5","","","",""
"*1748.00.0000*","","","","wild-caught","","","","","wild-caught","","","","1748.00.0000","1748","1748","","","","","","","Capture Details","BENKA LAKE REGION 2","BENKA LAKE REGION 2","55","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #10Fish are Stained40 fish in jar","","BENKA LAKE REGION 2 ix","BENKA LAKE REGION 2 ix","error","","","","error","WC - BK REGION 2","","","",""
"*1749.00.0000*","","","","","","","","","wild-caught","","","","1749.00.0000","1749","1749","","","","","","","Capture Details","LORRAINE LAKE LIMNETICS","LORRAINE LAKE LIMNETICS","180","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #10Fish are Stained300 fish in jar","","LORRAINE LAKE LIMNETICS ix","LORRAINE LAKE LIMNETICS ix","error","","","","error","WC - LOR LIMNETICS","","","",""
"*1750.00.0000*","","","","","","","","","wild-caught","","","","1750.00.0000","1750","1750","","","","","","","Capture Details","LORRAINE LAKE BOTTOM FEEDERS","LORRAINE LAKE BOTTOM FEEDERS","70","","0 %","","","","","","","","","In Lab Jar StorageStained150 Fish in Jar","","LORRAINE LAKE BOTTOM FEEDERS ix","LORRAINE LAKE BOTTOM FEEDERS ix","error","","","","error","WC - L BOT FEEDERS","","","",""
"*1751.00.0000*","","","","wild-caught","","","","","wild-caught","","","","1751.00.0000","1751","1751","","","","","","","Capture Details","BENKA LAKE - REGION 3","BENKA LAKE REGION 3","25","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #10Stained30 Fish in Jar","","BENKA LAKE - REGION 3 ix","BENKA LAKE REGION 3 ix","error","","","","error","WC - BK REGION 3","","","",""
"*1752.00.0000*","","","","wild-caught","","","","","wild-caught","","","","1752.00.0000","1752","1752","","","","","","","Capture Details","BENKA LAKE - REGION 6","BENKA LAKE REGION 6","30","","0 %","","","","","","","","","In Lab Jar StorageStained30 Fish in Jar","","BENKA LAKE - REGION 6 ix","BENKA LAKE REGION 6 ix","error","","","","error","WC BK REGION 6","","","",""
"*1753.00.0000*","","","","wild-caught","","","","","wild-caught","","","","1753.00.0000","1753","1753","","","","","","","Capture Details","TERN","TN","90","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #10Not Stained100 Fish in Jar","","TERN ix","TN ix","error","","","","error","WC - TERN LAKE","","","",""
"*1754.00.0000*","","","","wild-caught","","","","","wild-caught","","","","1754.00.0000","1754","1754","","","","","","","Capture Details","BENKA LAKE LIMNETICS","BENKA LAKE LIMNETICS","35","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #10Stained25 Fish in Jar","","BENKA LAKE LIMNETICS ix","BENKA LAKE LIMNETICS ix","[indv-dead]","","","","[indv-dead]","WC - BK LIMNETICS","","","",""
"*1755.00.0000*","","","","wild-caught","","","","","wild-caught","","","","1755.00.0000","1755","1755","","","","","","","Capture Details","BENKA LAKE - REGION 3","BENKA LAKE REGION 3","15","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #10Stained15 Fish in Jar","","BENKA LAKE - REGION 3 ix","BENKA LAKE REGION 3 ix","error","","","","error","WC - BK REGION 3","","","",""
"*1756.00.0000*","","","","","","","","","wild-caught","","","","1756.00.0000","1756","1756","","","","","","","Capture Details","LITTLE BEAVER LAKE, MAT-SU, AK","LITTLE BEAVER LAKE","15","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #10Not Stained15 fish in jar","","LITTLE BEAVER LAKE, MAT-SU, AK ix","LITTLE BEAVER LAKE ix","error","","","","error","WC - LITTLE BEAVER","","","",""
"*1757.00.0000*","","","","wild-caught","","","","","wild-caught","","","","1757.00.0000","1757","1757","","","","","","","Capture Details","CORCORAN LAKE, MAT-SU, AK","CORCORAN LAKE","35","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #10Not Stained25 Fish in Jar","","CORCORAN LAKE, MAT-SU, AK ix","CORCORAN LAKE ix","error","","","","error","WC - CORCORAN","","","",""
"*1758.00.0000*","","","","","","","","","wild-caught","","","","1758.00.0000","1758","1758","","","","","","","Capture Details","BENKA POOL, BENTHICS","BENKA POOL BENTHICS","10","","0 %","","","","","","","","","Location: Unindividualized in Fish Room Cabinet 2Section #10Fish are Stained10 fish in jar","","BENKA POOL, BENTHICS ix","BENKA POOL BENTHICS ix","error","","","","error","WC - BK POOL BENTH","","","",""
"*1759.00.0000*","","","","wild-caught","","","","","wild-caught","","","","1759.00.0000","1759","1759","","","","","","","Capture Details","BENKA LAKE - REGION 6","BENKA LAKE REGION 6","20","","0 %","","","","","","","","","Location: Unindividualized in Sink CabinetSection #11Fish are Stained15 fish in jarBill Collection ID: AM98-xx","","BENKA LAKE - REGION 6 ix","BENKA LAKE REGION 6 ix","error","","","","error","WC - BK REGION 6","","","",""
